task_id,candidate_model_path,model_path,source_id,source_exp_id,method_family,memory_footprint,parameter_count,file_size,cost_proxy,utility_proxy,local_valid,risk,candidate_rank,recommended_action
task071,E:\kagglegolf\data\external\datasets\afr1ste_6335\task071.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task071.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,11741,,,true,medium,12,submit_afr1ste_6335_structural_pass_mix
task073,E:\kagglegolf\data\external\datasets\afr1ste_6335\task073.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task073.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,4049,,,true,medium,13,submit_afr1ste_6335_structural_pass_mix
task074,E:\kagglegolf\data\external\datasets\afr1ste_6335\task074.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task074.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,1846,,,true,medium,14,submit_afr1ste_6335_structural_pass_mix
task076,E:\kagglegolf\data\external\datasets\afr1ste_6335\task076.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task076.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,287531,,,true,medium,15,submit_afr1ste_6335_structural_pass_mix
task079,E:\kagglegolf\data\external\datasets\afr1ste_6335\task079.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task079.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,2233,,,true,medium,16,submit_afr1ste_6335_structural_pass_mix
task080,E:\kagglegolf\data\external\datasets\afr1ste_6335\task080.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task080.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,22186,,,true,medium,17,submit_afr1ste_6335_structural_pass_mix
task081,E:\kagglegolf\data\external\datasets\afr1ste_6335\task081.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task081.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3898,,,true,medium,18,submit_afr1ste_6335_structural_pass_mix
task088,E:\kagglegolf\data\external\datasets\afr1ste_6335\task088.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task088.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,19575,,,true,medium,19,submit_afr1ste_6335_structural_pass_mix
task096,E:\kagglegolf\data\external\datasets\afr1ste_6335\task096.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task096.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,19549,,,true,medium,20,submit_afr1ste_6335_structural_pass_mix
task098,E:\kagglegolf\data\external\datasets\afr1ste_6335\task098.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task098.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,4031,,,true,medium,21,submit_afr1ste_6335_structural_pass_mix
task099,E:\kagglegolf\data\external\datasets\afr1ste_6335\task099.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task099.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,9393,,,true,medium,22,submit_afr1ste_6335_structural_pass_mix
task107,E:\kagglegolf\data\external\datasets\afr1ste_6335\task107.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task107.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,58097,,,true,medium,23,submit_afr1ste_6335_structural_pass_mix
task108,E:\kagglegolf\data\external\datasets\afr1ste_6335\task108.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task108.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3957,,,true,medium,24,submit_afr1ste_6335_structural_pass_mix
task109,E:\kagglegolf\data\external\datasets\afr1ste_6335\task109.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task109.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3951,,,true,medium,25,submit_afr1ste_6335_structural_pass_mix
task111,E:\kagglegolf\data\external\datasets\afr1ste_6335\task111.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task111.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,18960,,,true,medium,26,submit_afr1ste_6335_structural_pass_mix
task113,E:\kagglegolf\data\external\datasets\afr1ste_6335\task113.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task113.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3957,,,true,medium,27,submit_afr1ste_6335_structural_pass_mix
task115,E:\kagglegolf\data\external\datasets\afr1ste_6335\task115.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task115.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3652,,,true,medium,28,submit_afr1ste_6335_structural_pass_mix
task120,E:\kagglegolf\data\external\datasets\afr1ste_6335\task120.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task120.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,10449,,,true,medium,29,submit_afr1ste_6335_structural_pass_mix
task122,E:\kagglegolf\data\external\datasets\afr1ste_6335\task122.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task122.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,17371,,,true,medium,30,submit_afr1ste_6335_structural_pass_mix
task127,E:\kagglegolf\data\external\datasets\afr1ste_6335\task127.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task127.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,2103,,,true,medium,31,submit_afr1ste_6335_structural_pass_mix
task133,E:\kagglegolf\data\external\datasets\afr1ste_6335\task133.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task133.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,775725,,,true,medium,32,submit_afr1ste_6335_structural_pass_mix
task134,E:\kagglegolf\data\external\datasets\afr1ste_6335\task134.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task134.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,7728,,,true,medium,33,submit_afr1ste_6335_structural_pass_mix
task135,E:\kagglegolf\data\external\datasets\afr1ste_6335\task135.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task135.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,6743,,,true,medium,34,submit_afr1ste_6335_structural_pass_mix
task139,E:\kagglegolf\data\external\datasets\afr1ste_6335\task139.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task139.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,17371,,,true,medium,35,submit_afr1ste_6335_structural_pass_mix
task143,E:\kagglegolf\data\external\datasets\afr1ste_6335\task143.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task143.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,1543,,,true,medium,36,submit_afr1ste_6335_structural_pass_mix
task147,E:\kagglegolf\data\external\datasets\afr1ste_6335\task147.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task147.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3897,,,true,medium,37,submit_afr1ste_6335_structural_pass_mix
task151,E:\kagglegolf\data\external\datasets\afr1ste_6335\task151.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task151.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,4049,,,true,medium,38,submit_afr1ste_6335_structural_pass_mix
task156,E:\kagglegolf\data\external\datasets\afr1ste_6335\task156.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task156.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,9218,,,true,medium,39,submit_afr1ste_6335_structural_pass_mix
task157,E:\kagglegolf\data\external\datasets\afr1ste_6335\task157.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task157.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,11155,,,true,medium,40,submit_afr1ste_6335_structural_pass_mix
task159,E:\kagglegolf\data\external\datasets\afr1ste_6335\task159.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task159.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,20204,,,true,medium,41,submit_afr1ste_6335_structural_pass_mix
task160,E:\kagglegolf\data\external\datasets\afr1ste_6335\task160.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task160.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,2069,,,true,medium,42,submit_afr1ste_6335_structural_pass_mix
task163,E:\kagglegolf\data\external\datasets\afr1ste_6335\task163.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task163.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,13789,,,true,medium,43,submit_afr1ste_6335_structural_pass_mix
task165,E:\kagglegolf\data\external\datasets\afr1ste_6335\task165.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task165.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,6765,,,true,medium,44,submit_afr1ste_6335_structural_pass_mix
task170,E:\kagglegolf\data\external\datasets\afr1ste_6335\task170.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task170.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,74433,,,true,medium,45,submit_afr1ste_6335_structural_pass_mix
task173,E:\kagglegolf\data\external\datasets\afr1ste_6335\task173.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task173.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,5511,,,true,medium,46,submit_afr1ste_6335_structural_pass_mix
task174,E:\kagglegolf\data\external\datasets\afr1ste_6335\task174.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task174.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,55104,,,true,medium,47,submit_afr1ste_6335_structural_pass_mix
task177,E:\kagglegolf\data\external\datasets\afr1ste_6335\task177.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task177.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,2579,,,true,medium,48,submit_afr1ste_6335_structural_pass_mix
task178,E:\kagglegolf\data\external\datasets\afr1ste_6335\task178.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task178.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,11442,,,true,medium,49,submit_afr1ste_6335_structural_pass_mix
task180,E:\kagglegolf\data\external\datasets\afr1ste_6335\task180.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task180.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,4031,,,true,medium,50,submit_afr1ste_6335_structural_pass_mix
task181,E:\kagglegolf\data\external\datasets\afr1ste_6335\task181.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task181.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,168641,,,true,medium,51,submit_afr1ste_6335_structural_pass_mix
task182,E:\kagglegolf\data\external\datasets\afr1ste_6335\task182.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task182.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,57608,,,true,medium,52,submit_afr1ste_6335_structural_pass_mix
task183,E:\kagglegolf\data\external\datasets\afr1ste_6335\task183.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task183.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3348,,,true,medium,53,submit_afr1ste_6335_structural_pass_mix
task185,E:\kagglegolf\data\external\datasets\afr1ste_6335\task185.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task185.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,20362,,,true,medium,54,submit_afr1ste_6335_structural_pass_mix
task187,E:\kagglegolf\data\external\datasets\afr1ste_6335\task187.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task187.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,10898,,,true,medium,55,submit_afr1ste_6335_structural_pass_mix
task188,E:\kagglegolf\data\external\datasets\afr1ste_6335\task188.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task188.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,2781,,,true,medium,56,submit_afr1ste_6335_structural_pass_mix
task191,E:\kagglegolf\data\external\datasets\afr1ste_6335\task191.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task191.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,8552,,,true,medium,57,submit_afr1ste_6335_structural_pass_mix
task195,E:\kagglegolf\data\external\datasets\afr1ste_6335\task195.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task195.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,6438,,,true,medium,58,submit_afr1ste_6335_structural_pass_mix
task198,E:\kagglegolf\data\external\datasets\afr1ste_6335\task198.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task198.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,8949,,,true,medium,59,submit_afr1ste_6335_structural_pass_mix
task199,E:\kagglegolf\data\external\datasets\afr1ste_6335\task199.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task199.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3463,,,true,medium,60,submit_afr1ste_6335_structural_pass_mix
task201,E:\kagglegolf\data\external\datasets\afr1ste_6335\task201.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task201.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,12203,,,true,medium,61,submit_afr1ste_6335_structural_pass_mix
task202,E:\kagglegolf\data\external\datasets\afr1ste_6335\task202.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task202.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,15300,,,true,medium,62,submit_afr1ste_6335_structural_pass_mix
task203,E:\kagglegolf\data\external\datasets\afr1ste_6335\task203.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task203.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,19351,,,true,medium,63,submit_afr1ste_6335_structural_pass_mix
task205,E:\kagglegolf\data\external\datasets\afr1ste_6335\task205.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task205.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,28211,,,true,medium,64,submit_afr1ste_6335_structural_pass_mix
task207,E:\kagglegolf\data\external\datasets\afr1ste_6335\task207.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task207.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,5176,,,true,medium,65,submit_afr1ste_6335_structural_pass_mix
task209,E:\kagglegolf\data\external\datasets\afr1ste_6335\task209.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task209.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,172853,,,true,medium,66,submit_afr1ste_6335_structural_pass_mix
task211,E:\kagglegolf\data\external\datasets\afr1ste_6335\task211.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task211.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3957,,,true,medium,67,submit_afr1ste_6335_structural_pass_mix
task213,E:\kagglegolf\data\external\datasets\afr1ste_6335\task213.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task213.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,16265,,,true,medium,68,submit_afr1ste_6335_structural_pass_mix
task215,E:\kagglegolf\data\external\datasets\afr1ste_6335\task215.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task215.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,33149,,,true,medium,69,submit_afr1ste_6335_structural_pass_mix
task217,E:\kagglegolf\data\external\datasets\afr1ste_6335\task217.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task217.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,4218,,,true,medium,70,submit_afr1ste_6335_structural_pass_mix
task218,E:\kagglegolf\data\external\datasets\afr1ste_6335\task218.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task218.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,9764,,,true,medium,71,submit_afr1ste_6335_structural_pass_mix
task219,E:\kagglegolf\data\external\datasets\afr1ste_6335\task219.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task219.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,59685,,,true,medium,72,submit_afr1ste_6335_structural_pass_mix
task231,E:\kagglegolf\data\external\datasets\afr1ste_6335\task231.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task231.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3402,,,true,medium,73,submit_afr1ste_6335_structural_pass_mix
task233,E:\kagglegolf\data\external\datasets\afr1ste_6335\task233.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task233.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,378176,,,true,medium,74,submit_afr1ste_6335_structural_pass_mix
task238,E:\kagglegolf\data\external\datasets\afr1ste_6335\task238.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task238.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,21391,,,true,medium,75,submit_afr1ste_6335_structural_pass_mix
task239,E:\kagglegolf\data\external\datasets\afr1ste_6335\task239.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task239.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,5466,,,true,medium,76,submit_afr1ste_6335_structural_pass_mix
task242,E:\kagglegolf\data\external\datasets\afr1ste_6335\task242.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task242.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,18955,,,true,medium,77,submit_afr1ste_6335_structural_pass_mix
task244,E:\kagglegolf\data\external\datasets\afr1ste_6335\task244.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task244.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3037,,,true,medium,78,submit_afr1ste_6335_structural_pass_mix
task245,E:\kagglegolf\data\external\datasets\afr1ste_6335\task245.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task245.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,4273,,,true,medium,79,submit_afr1ste_6335_structural_pass_mix
