task_id,candidate_model_path,source_id,source_exp_id,method_family,memory_footprint,parameter_count,file_size,cost_proxy,utility_proxy,local_valid,risk,candidate_rank,recommended_action
task016,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task016.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,158,158,public_constraint_mix,true,medium,16,submit_mix
task017,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task017.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,10880,10880,public_constraint_mix,true,medium,17,submit_mix
task018,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task018.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,28217,28217,public_constraint_mix,true,medium,18,submit_mix
task019,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task019.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,3021,3021,public_constraint_mix,true,medium,19,submit_mix
task020,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task020.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,14783,14783,public_constraint_mix,true,medium,20,submit_mix
task021,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task021.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,29463,29463,public_constraint_mix,true,medium,21,submit_mix
task022,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task022.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,29851,29851,public_constraint_mix,true,medium,22,submit_mix
task023,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task023.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2803,2803,public_constraint_mix,true,medium,23,submit_mix
task024,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task024.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2232,2232,public_constraint_mix,true,medium,24,submit_mix
task025,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task025.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,61508,61508,public_constraint_mix,true,medium,25,submit_mix
task026,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task026.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1613,1613,public_constraint_mix,true,medium,26,submit_mix
task027,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task027.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,31059,31059,public_constraint_mix,true,medium,27,submit_mix
task028,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task028.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2539,2539,public_constraint_mix,true,medium,28,submit_mix
task029,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task029.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,12469,12469,public_constraint_mix,true,medium,29,submit_mix
task030,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task030.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,9573,9573,public_constraint_mix,true,medium,30,submit_mix
task031,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task031.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,3612,3612,public_constraint_mix,true,medium,31,submit_mix
task032,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task032.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1654,1654,public_constraint_mix,true,medium,32,submit_mix
task033,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task033.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1311,1311,public_constraint_mix,true,medium,33,submit_mix
task034,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task034.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,13730,13730,public_constraint_mix,true,medium,34,submit_mix
task035,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task035.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,9679,9679,public_constraint_mix,true,medium,35,submit_mix
task036,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task036.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,4194,4194,public_constraint_mix,true,medium,36,submit_mix
task037,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task037.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,10137,10137,public_constraint_mix,true,medium,37,submit_mix
task038,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task038.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1812,1812,public_constraint_mix,true,medium,38,submit_mix
task039,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task039.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2209,2209,public_constraint_mix,true,medium,39,submit_mix
task040,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task040.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,3111,3111,public_constraint_mix,true,medium,40,submit_mix
task041,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task041.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1313,1313,public_constraint_mix,true,medium,41,submit_mix
task042,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task042.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,9477,9477,public_constraint_mix,true,medium,42,submit_mix
task043,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task043.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1181,1181,public_constraint_mix,true,medium,43,submit_mix
task044,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task044.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,25407,25407,public_constraint_mix,true,medium,44,submit_mix
task045,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task045.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,955,955,public_constraint_mix,true,medium,45,submit_mix
task046,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task046.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,9068,9068,public_constraint_mix,true,medium,46,submit_mix
task047,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task047.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2117,2117,public_constraint_mix,true,medium,47,submit_mix
task048,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task048.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,5977,5977,public_constraint_mix,true,medium,48,submit_mix
task049,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task049.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2631,2631,public_constraint_mix,true,medium,49,submit_mix
task050,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task050.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1776,1776,public_constraint_mix,true,medium,50,submit_mix
task051,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task051.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,8106,8106,public_constraint_mix,true,medium,51,submit_mix
task052,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task052.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,918,918,public_constraint_mix,true,medium,52,submit_mix
task053,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task053.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,183,183,public_constraint_mix,true,medium,53,submit_mix
task054,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task054.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,8955,8955,public_constraint_mix,true,medium,54,submit_mix
task055,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task055.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,14976,14976,public_constraint_mix,true,medium,55,submit_mix
task056,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task056.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1471,1471,public_constraint_mix,true,medium,56,submit_mix
task057,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task057.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1453,1453,public_constraint_mix,true,medium,57,submit_mix
task058,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task058.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,26982,26982,public_constraint_mix,true,medium,58,submit_mix
task059,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task059.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,12046,12046,public_constraint_mix,true,medium,59,submit_mix
task060,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task060.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2234,2234,public_constraint_mix,true,medium,60,submit_mix
task061,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task061.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,16988,16988,public_constraint_mix,true,medium,61,submit_mix
task062,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task062.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,14803,14803,public_constraint_mix,true,medium,62,submit_mix
task063,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task063.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2387,2387,public_constraint_mix,true,medium,63,submit_mix
task064,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task064.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,4579,4579,public_constraint_mix,true,medium,64,submit_mix
task065,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task065.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1908,1908,public_constraint_mix,true,medium,65,submit_mix
task066,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task066.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,22387,22387,public_constraint_mix,true,medium,66,submit_mix
task067,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task067.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,630,630,public_constraint_mix,true,medium,67,submit_mix
task068,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task068.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1520,1520,public_constraint_mix,true,medium,68,submit_mix
task069,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task069.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,36582,36582,public_constraint_mix,true,medium,69,submit_mix
task070,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task070.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,6744,6744,public_constraint_mix,true,medium,70,submit_mix
task071,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task071.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,11757,11757,public_constraint_mix,true,medium,71,submit_mix
task072,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task072.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1625,1625,public_constraint_mix,true,medium,72,submit_mix
task073,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task073.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1388,1388,public_constraint_mix,true,medium,73,submit_mix
task074,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task074.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2235,2235,public_constraint_mix,true,medium,74,submit_mix
task075,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task075.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,7717,7717,public_constraint_mix,true,medium,75,submit_mix
task077,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task077.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,11626,11626,public_constraint_mix,true,medium,76,submit_mix
task078,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task078.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2575,2575,public_constraint_mix,true,medium,77,submit_mix
task079,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task079.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2233,2233,public_constraint_mix,true,medium,78,submit_mix
task080,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task080.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,22186,22186,public_constraint_mix,true,medium,79,submit_mix
task081,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task081.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,3537,3537,public_constraint_mix,true,medium,80,submit_mix
task082,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task082.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1755,1755,public_constraint_mix,true,medium,81,submit_mix
task083,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task083.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,923,923,public_constraint_mix,true,medium,82,submit_mix
task084,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task084.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,1945,1945,public_constraint_mix,true,medium,83,submit_mix
task085,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task085.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2013,2013,public_constraint_mix,true,medium,84,submit_mix
task086,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task086.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,3406,3406,public_constraint_mix,true,medium,85,submit_mix
task087,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task087.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,435,435,public_constraint_mix,true,medium,86,submit_mix
task088,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task088.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,12966,12966,public_constraint_mix,true,medium,87,submit_mix
task089,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task089.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,110495,110495,public_constraint_mix,true,medium,88,submit_mix
task090,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task090.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,19479,19479,public_constraint_mix,true,medium,89,submit_mix
task091,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task091.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2988,2988,public_constraint_mix,true,medium,90,submit_mix
task092,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task092.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,3290,3290,public_constraint_mix,true,medium,91,submit_mix
task093,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task093.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,3751,3751,public_constraint_mix,true,medium,92,submit_mix
task094,data\external\public_kernel_outputs\jonathan_zip\official_001_400\task094.onnx,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,GOLF_20260608_008_jonathan_constraint_logic_mix,jonathan_structural_pass_mix,,,2051,2051,public_constraint_mix,true,medium,93,submit_mix
