"task_id","candidate_model_path","source_id","source_exp_id","method_family","memory_footprint","parameter_count","file_size","cost_proxy","utility_proxy","local_valid","risk","candidate_rank","recommended_action"
"task011","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task011.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","10404","","","true","medium","11","submit_inline_396_mix"
"task012","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task012.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","2645","","","true","medium","12","submit_inline_396_mix"
"task013","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task013.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","7913","","","true","medium","13","submit_inline_396_mix"
"task014","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task014.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","6274","","","true","medium","14","submit_inline_396_mix"
"task015","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task015.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","2375","","","true","medium","15","submit_inline_396_mix"
"task016","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task016.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","223","","","true","medium","16","submit_inline_396_mix"
"task017","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task017.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","36264","","","true","medium","17","submit_inline_396_mix"
"task018","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task018.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","29665","","","true","medium","18","submit_inline_396_mix"
"task019","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task019.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","5836","","","true","medium","19","submit_inline_396_mix"
"task020","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task020.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","10136","","","true","medium","20","submit_inline_396_mix"
"task021","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task021.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","83290","","","true","medium","21","submit_inline_396_mix"
"task022","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task022.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","60713","","","true","medium","22","submit_inline_396_mix"
"task023","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task023.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","3764","","","true","medium","23","submit_inline_396_mix"
"task024","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task024.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","6565","","","true","medium","24","submit_inline_396_mix"
"task025","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task025.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","62109","","","true","medium","25","submit_inline_396_mix"
"task026","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task026.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","1551","","","true","medium","26","submit_inline_396_mix"
"task027","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task027.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","32042","","","true","medium","27","submit_inline_396_mix"
"task028","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task028.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","3838","","","true","medium","28","submit_inline_396_mix"
"task029","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task029.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","14289","","","true","medium","29","submit_inline_396_mix"
"task030","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task030.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","5960","","","true","medium","30","submit_inline_396_mix"
"task031","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task031.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","4937","","","true","medium","31","submit_inline_396_mix"
"task032","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task032.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","3379","","","true","medium","32","submit_inline_396_mix"
"task033","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task033.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","1942","","","true","medium","33","submit_inline_396_mix"
"task034","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task034.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","12755","","","true","medium","34","submit_inline_396_mix"
"task035","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task035.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","15867","","","true","medium","35","submit_inline_396_mix"
"task036","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task036.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","8177","","","true","medium","36","submit_inline_396_mix"
"task038","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task038.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","2473","","","true","medium","37","submit_inline_396_mix"
"task039","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task039.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","21536","","","true","medium","38","submit_inline_396_mix"
"task040","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task040.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","7499","","","true","medium","39","submit_inline_396_mix"
"task041","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task041.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","62851","","","true","medium","40","submit_inline_396_mix"
"task042","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task042.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","15173","","","true","medium","41","submit_inline_396_mix"
"task043","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task043.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","1184","","","true","medium","42","submit_inline_396_mix"
"task044","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task044.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","26288","","","true","medium","43","submit_inline_396_mix"
"task045","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task045.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","1858","","","true","medium","44","submit_inline_396_mix"
"task046","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task046.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","12244","","","true","medium","45","submit_inline_396_mix"
"task047","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task047.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","2423","","","true","medium","46","submit_inline_396_mix"
"task048","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task048.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","79733","","","true","medium","47","submit_inline_396_mix"
"task049","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task049.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","4509","","","true","medium","48","submit_inline_396_mix"
"task050","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task050.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","2033","","","true","medium","49","submit_inline_396_mix"
"task051","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task051.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","11070","","","true","medium","50","submit_inline_396_mix"
"task052","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task052.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","1251","","","true","medium","51","submit_inline_396_mix"
"task053","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task053.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","243","","","true","medium","52","submit_inline_396_mix"
"task054","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task054.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","14107","","","true","medium","53","submit_inline_396_mix"
"task055","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task055.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","27002","","","true","medium","54","submit_inline_396_mix"
"task056","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task056.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","10191","","","true","medium","55","submit_inline_396_mix"
"task057","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task057.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","1974","","","true","medium","56","submit_inline_396_mix"
"task058","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task058.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","62439","","","true","medium","57","submit_inline_396_mix"
"task059","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task059.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","75448","","","true","medium","58","submit_inline_396_mix"
"task060","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task060.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","31661","","","true","medium","59","submit_inline_396_mix"
"task062","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task062.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","16462","","","true","medium","60","submit_inline_396_mix"
"task063","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task063.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","2197","","","true","medium","61","submit_inline_396_mix"
"task064","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task064.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","6372","","","true","medium","62","submit_inline_396_mix"
"task065","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task065.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","4337","","","true","medium","63","submit_inline_396_mix"
"task066","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task066.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","25344","","","true","medium","64","submit_inline_396_mix"
"task067","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task067.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","1147","","","true","medium","65","submit_inline_396_mix"
"task068","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task068.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","4206","","","true","medium","66","submit_inline_396_mix"
"task069","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task069.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","53148","","","true","medium","67","submit_inline_396_mix"
"task070","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task070.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","7235","","","true","medium","68","submit_inline_396_mix"
"task071","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task071.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","6720","","","true","medium","69","submit_inline_396_mix"
"task072","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task072.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","1623","","","true","medium","70","submit_inline_396_mix"
"task073","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task073.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","2339","","","true","medium","71","submit_inline_396_mix"
"task074","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task074.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","2456","","","true","medium","72","submit_inline_396_mix"
"task075","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task075.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","9237","","","true","medium","73","submit_inline_396_mix"
"task076","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task076.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","21250","","","true","medium","74","submit_inline_396_mix"
"task077","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task077.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","11451","","","true","medium","75","submit_inline_396_mix"
"task078","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task078.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","3925","","","true","medium","76","submit_inline_396_mix"
"task079","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task079.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","3499","","","true","medium","77","submit_inline_396_mix"
"task080","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task080.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","33734","","","true","medium","78","submit_inline_396_mix"
"task081","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task081.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","2688","","","true","medium","79","submit_inline_396_mix"
"task082","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task082.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","3907","","","true","medium","80","submit_inline_396_mix"
"task083","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task083.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","923","","","true","medium","81","submit_inline_396_mix"
"task084","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task084.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","5807","","","true","medium","82","submit_inline_396_mix"
"task085","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task085.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","2593","","","true","medium","83","submit_inline_396_mix"
"task086","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task086.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","6266","","","true","medium","84","submit_inline_396_mix"
"task087","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task087.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","611","","","true","medium","85","submit_inline_396_mix"
"task088","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task088.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","21349","","","true","medium","86","submit_inline_396_mix"
"task089","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task089.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","184536","","","true","medium","87","submit_inline_396_mix"
"task090","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task090.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","28399","","","true","medium","88","submit_inline_396_mix"
"task091","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task091.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","5763","","","true","medium","89","submit_inline_396_mix"
"task092","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task092.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","2049","","","true","medium","90","submit_inline_396_mix"
"task093","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task093.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","7025","","","true","medium","91","submit_inline_396_mix"
"task094","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task094.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","4434","","","true","medium","92","submit_inline_396_mix"
"task095","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task095.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","729","","","true","medium","93","submit_inline_396_mix"
"task096","E:\kagglegolf\submissions\candidates\GOLF_20260608_030_beicicc_inline_full\onnx\task096.onnx","SRC_KAGGLE_NOTEBOOK_BEICICC_6645","GOLF_20260608_031_beicicc_inline_396_mix","beicicc_inline_function_normalized","","","20986","","","true","medium","94","submit_inline_396_mix"
