task_id,candidate_model_path,source_id,source_exp_id,method_family,memory_footprint,parameter_count,file_size,cost_proxy,utility_proxy,local_valid,risk,candidate_rank,recommended_action
task011,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task011.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,10170,10170,public_partial_output,true,medium,11,submit_mix
task012,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task012.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1975,1975,public_partial_output,true,medium,12,submit_mix
task013,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task013.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,18384,18384,public_partial_output,true,medium,13,submit_mix
task014,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task014.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,9683,9683,public_partial_output,true,medium,14,submit_mix
task015,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task015.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3798,3798,public_partial_output,true,medium,15,submit_mix
task016,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task016.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,158,158,public_partial_output,true,medium,16,submit_mix
task017,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task017.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,8855,8855,public_partial_output,true,medium,17,submit_mix
task018,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task018.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,29359,29359,public_partial_output,true,medium,18,submit_mix
task019,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task019.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,17887,17887,public_partial_output,true,medium,19,submit_mix
task020,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task020.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,31378,31378,public_partial_output,true,medium,20,submit_mix
task021,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task021.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,38267,38267,public_partial_output,true,medium,21,submit_mix
task022,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task022.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,43895,43895,public_partial_output,true,medium,22,submit_mix
task023,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task023.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,33302,33302,public_partial_output,true,medium,23,submit_mix
task024,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task024.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3233,3233,public_partial_output,true,medium,24,submit_mix
task025,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task025.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,13460,13460,public_partial_output,true,medium,25,submit_mix
task026,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task026.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1622,1622,public_partial_output,true,medium,26,submit_mix
task027,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task027.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,31135,31135,public_partial_output,true,medium,27,submit_mix
task028,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task028.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2452,2452,public_partial_output,true,medium,28,submit_mix
task029,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task029.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,13589,13589,public_partial_output,true,medium,29,submit_mix
task030,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task030.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,9441,9441,public_partial_output,true,medium,30,submit_mix
task031,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task031.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3417,3417,public_partial_output,true,medium,31,submit_mix
task032,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task032.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2347,2347,public_partial_output,true,medium,32,submit_mix
task033,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task033.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1510,1510,public_partial_output,true,medium,33,submit_mix
task034,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task034.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,11293,11293,public_partial_output,true,medium,34,submit_mix
task035,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task035.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,12860,12860,public_partial_output,true,medium,35,submit_mix
task036,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task036.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,5866,5866,public_partial_output,true,medium,36,submit_mix
task037,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task037.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,20424,20424,public_partial_output,true,medium,37,submit_mix
task038,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task038.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2357,2357,public_partial_output,true,medium,38,submit_mix
task039,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task039.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1913,1913,public_partial_output,true,medium,39,submit_mix
task040,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task040.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4167,4167,public_partial_output,true,medium,40,submit_mix
task041,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task041.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1665,1665,public_partial_output,true,medium,41,submit_mix
task042,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task042.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,9668,9668,public_partial_output,true,medium,42,submit_mix
task043,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task043.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1966,1966,public_partial_output,true,medium,43,submit_mix
task044,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task044.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,22434,22434,public_partial_output,true,medium,44,submit_mix
task045,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task045.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1438,1438,public_partial_output,true,medium,45,submit_mix
task046,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task046.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,8963,8963,public_partial_output,true,medium,46,submit_mix
task047,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task047.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3091,3091,public_partial_output,true,medium,47,submit_mix
task048,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task048.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,5695,5695,public_partial_output,true,medium,48,submit_mix
task049,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task049.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3516,3516,public_partial_output,true,medium,49,submit_mix
task050,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task050.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2540,2540,public_partial_output,true,medium,50,submit_mix
task051,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task051.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3365,3365,public_partial_output,true,medium,51,submit_mix
task052,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task052.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1277,1277,public_partial_output,true,medium,52,submit_mix
task053,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task053.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,175,175,public_partial_output,true,medium,53,submit_mix
task054,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task054.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,9661,9661,public_partial_output,true,medium,54,submit_mix
task055,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task055.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,21458,21458,public_partial_output,true,medium,55,submit_mix
task056,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task056.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1515,1515,public_partial_output,true,medium,56,submit_mix
task057,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task057.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1832,1832,public_partial_output,true,medium,57,submit_mix
task058,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task058.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,27439,27439,public_partial_output,true,medium,58,submit_mix
task059,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task059.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,12715,12715,public_partial_output,true,medium,59,submit_mix
task060,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task060.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3039,3039,public_partial_output,true,medium,60,submit_mix
task061,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task061.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,17030,17030,public_partial_output,true,medium,61,submit_mix
task062,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task062.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,22124,22124,public_partial_output,true,medium,62,submit_mix
task063,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task063.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3709,3709,public_partial_output,true,medium,63,submit_mix
task064,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task064.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,7151,7151,public_partial_output,true,medium,64,submit_mix
task065,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task065.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2705,2705,public_partial_output,true,medium,65,submit_mix
task066,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task066.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,170467,170467,public_partial_output,true,medium,66,submit_mix
task067,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task067.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,892,892,public_partial_output,true,medium,67,submit_mix
task068,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task068.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2335,2335,public_partial_output,true,medium,68,submit_mix
task069,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task069.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,32330,32330,public_partial_output,true,medium,69,submit_mix
task070,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task070.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,11844,11844,public_partial_output,true,medium,70,submit_mix
task071,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task071.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,12082,12082,public_partial_output,true,medium,71,submit_mix
task072,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task072.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1625,1625,public_partial_output,true,medium,72,submit_mix
task073,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task073.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3825,3825,public_partial_output,true,medium,73,submit_mix
task074,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task074.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1824,1824,public_partial_output,true,medium,74,submit_mix
task075,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task075.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,7736,7736,public_partial_output,true,medium,75,submit_mix
task076,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task076.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,64473,64473,public_partial_output,true,medium,76,submit_mix
task077,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task077.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,9812,9812,public_partial_output,true,medium,77,submit_mix
task078,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task078.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2588,2588,public_partial_output,true,medium,78,submit_mix
task079,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task079.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2695,2695,public_partial_output,true,medium,79,submit_mix
task080,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task080.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,18484,18484,public_partial_output,true,medium,80,submit_mix
task081,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task081.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3749,3749,public_partial_output,true,medium,81,submit_mix
task082,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task082.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2282,2282,public_partial_output,true,medium,82,submit_mix
task083,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task083.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,7454,7454,public_partial_output,true,medium,83,submit_mix
task084,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task084.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2820,2820,public_partial_output,true,medium,84,submit_mix
task085,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task085.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2547,2547,public_partial_output,true,medium,85,submit_mix
task086,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task086.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4804,4804,public_partial_output,true,medium,86,submit_mix
task087,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task087.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,474,474,public_partial_output,true,medium,87,submit_mix
task088,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task088.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,14980,14980,public_partial_output,true,medium,88,submit_mix
task089,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task089.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,17792,17792,public_partial_output,true,medium,89,submit_mix
task090,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task090.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,19660,19660,public_partial_output,true,medium,90,submit_mix
task091,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task091.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4627,4627,public_partial_output,true,medium,91,submit_mix
task092,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task092.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4299,4299,public_partial_output,true,medium,92,submit_mix
task093,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task093.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,6234,6234,public_partial_output,true,medium,93,submit_mix
task094,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task094.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2950,2950,public_partial_output,true,medium,94,submit_mix
task095,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task095.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3950,3950,public_partial_output,true,medium,95,submit_mix
