exp_id,date,lane,direction_id,leaderboard_source_id,paper_source_id,open_repo_source_id,historical_competition_source_id,source_id,goal,changed_tasks,method,local_valid,local_score,lb_score,delta_vs_best,status,rollback_reason,next_action
GOLF_20260608_016_jonathan_task255_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,submit source-backed task override candidate toward 7000+ target,task255,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_017_jonathan_task286_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,submit source-backed task override candidate toward 7000+ target,task286,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_018_jonathan_task173_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,submit source-backed task override candidate toward 7000+ target,task173,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_019_jonathan_top5_mix_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,submit source-backed task override candidate toward 7000+ target,"task187,task018,task054,task349,task145",task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_020_beicicc_task366_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_BEICICC_6645,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_BEICICC_6645,submit source-backed task override candidate toward 7000+ target,task366,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_021_jsrdcht_memory_task255_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029,submit source-backed task override candidate toward 7000+ target,task255,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_022_jonathan_task285_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,submit source-backed task override candidate toward 7000+ target,task285,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_023_beicicc_task076_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_BEICICC_6645,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_BEICICC_6645,submit source-backed task override candidate toward 7000+ target,task076,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_024_jsrdcht_memory_task285_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029,submit source-backed task override candidate toward 7000+ target,task285,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_025_kojimar_6272_full_replace,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_KOJIMAR_6272_AUDITED_OVERRIDES,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_KOJIMAR_6272_AUDITED_OVERRIDES,submit source-backed task override candidate toward 7000+ target,"task001,task002,task003,task004,task005,task006,task007,task008,task009,task010,task011,task012,task013,task014,task015,task016,task017,task018,task019,task020,task021,task022,task023,task024,task025,task026,task027,task028,task029,task030,task031,task032,task033,task034,task035,task036,task037,task038,task039,task040,task041,task042,task043,task044,task045,task046,task047,task048,task049,task050,task051,task052,task053,task054,task055,task056,task057,task058,task059,task060,task061,task062,task063,task064,task065,task066,task067,task068,task069,task070,task071,task072,task073,task074,task075,task076,task077,task078,task079,task080,task081,task082,task083,task084,task085,task086,task087,task088,task089,task090,task091,task092,task093,task094,task095,task096,task097,task098,task099,task100,task101,task102,task103,task104,task105,task106,task107,task108,task109,task110,task111,task112,task113,task114,task115,task116,task117,task118,task119,task120,task121,task122,task123,task124,task125,task126,task127,task128,task129,task130,task131,task132,task133,task134,task135,task136,task137,task138,task139,task140,task141,task142,task143,task144,task145,task146,task147,task148,task149,task150,task151,task152,task153,task154,task155,task156,task157,task158,task159,task160,task161,task162,task163,task164,task165,task166,task167,task168,task169,task170,task171,task172,task173,task174,task175,task176,task177,task178,task179,task180,task181,task182,task183,task184,task185,task186,task187,task188,task189,task190,task191,task192,task193,task194,task195,task196,task197,task198,task199,task200,task201,task202,task203,task204,task205,task206,task207,task208,task209,task210,task211,task212,task213,task214,task215,task216,task217,task218,task219,task220,task221,task222,task223,task224,task225,task226,task227,task228,task229,task230,task231,task232,task233,task234,task235,task236,task237,task238,task239,task240,task241,task242,task243,task244,task245,task246,task247,task248,task249,task250,task251,task252,task253,task254,task255,task256,task257,task258,task259,task260,task261,task262,task263,task264,task265,task266,task267,task268,task269,task270,task271,task272,task273,task274,task275,task276,task277,task278,task279,task280,task281,task282,task283,task284,task285,task286,task287,task288,task289,task290,task291,task292,task293,task294,task295,task296,task297,task298,task299,task300,task301,task302,task303,task304,task305,task306,task307,task308,task309,task310,task311,task312,task313,task314,task315,task316,task317,task318,task319,task320,task321,task322,task323,task324,task325,task326,task327,task328,task329,task330,task331,task332,task333,task334,task335,task336,task337,task338,task339,task340,task341,task342,task343,task344,task345,task346,task347,task348,task349,task350,task351,task352,task353,task354,task355,task356,task357,task358,task359,task360,task361,task362,task363,task364,task365,task366,task367,task368,task369,task370,task371,task372,task373,task374,task375,task376,task377,task378,task379,task380,task381,task382,task383,task384,task385,task386,task387,task388,task389,task390,task391,task392,task393,task394,task395,task396,task397,task398,task399,task400",task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_014_biohack_task187_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,submit source-backed task override candidate toward 7000+ target,task187,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_012_mirza_task187_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_MIRZA_BEST_SCORE,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_MIRZA_BEST_SCORE,submit source-backed task override candidate toward 7000+ target,task187,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_026_beicicc_task169_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_BEICICC_6645,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_BEICICC_6645,submit source-backed task override candidate toward 7000+ target,task169,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_027_jsrdcht_memory_task018_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_JSRDCHT_6029,submit source-backed task override candidate toward 7000+ target,task018,task_override,true,,,,queued_for_submit,,submit_queue
GOLF_20260608_028_jonathan_task025_probe,2026-06-08,S_target_7000_submission_push,DIR_20260608_001_public_highscore_harvest,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,SRC_ARC_PRIZE_2024_REPORT,SRC_ARC_GEN_GITHUB,SRC_GOOGLE_CODE_GOLF_2025,SRC_KAGGLE_NOTEBOOK_JONATHAN_CONSTRAINT_MIX,submit source-backed task override candidate toward 7000+ target,task025,task_override,true,,,,queued_for_submit,,submit_queue
