source,task_id,public_onnx_path,public_correctness,public_score,current_score,delta_score,public_total_cost,current_total_cost,delta_cost,public_memory_bytes,current_memory_bytes,public_params,current_params,better_than_current,verify_error
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task014,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task014.onnx,pass,12.415614214021364,14.427427453254685,-2.0118132392333212,291964,39049.0,252915.0,291880,38399.0,84,650.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task015,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task015.onnx,pass,16.58816732424159,18.197605236675688,-1.6094379124340996,4500,900.0,3600.0,3600,0.0,900,900.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task016,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task016.onnx,pass,22.697414907005953,22.697414907005953,0.0,10,10.0,0.0,0,0.0,10,10.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task017,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task017.onnx,pass,11.449761831001151,14.57051253772697,-3.1207507067258184,766997,33843.0,733154.0,766020,33657.0,977,186.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task018,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task018.onnx,pass,13.35098890724301,11.926440386857584,1.424548520385427,114578,476184.0,-361606.0,102648,475190.0,11930,994.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task019,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task019.onnx,pass,,13.69353305881371,,,81346.0,,232692,81276.0,,70.0,false,official scorer returned missing params/memory
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task020,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task020.onnx,pass,13.156591627255297,16.061599593526992,-2.905007966271695,139164,7619.0,131545.0,138893,7564.0,271,55.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task021,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task021.onnx,pass,13.82393284616816,14.156056071090937,-0.33212322492277657,71401,51223.0,20178.0,69540,49362.0,1861,1861.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task022,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task022.onnx,pass,13.53842046238136,14.542024067963268,-1.0036036055819082,94995,34821.0,60174.0,94793,34628.0,202,193.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task023,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task023.onnx,pass,15.027312930662868,13.863194455943471,1.1641184747193964,21433,68652.0,-47219.0,20943,68607.0,490,45.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task024,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task024.onnx,pass,15.88617052840466,15.88617052840466,0.0,9080,9080.0,0.0,8820,8820.0,260,260.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task025,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task025.onnx,pass,13.600400020341894,13.149938233234366,0.45046178710752827,89286,140093.0,-50807.0,74054,140028.0,15232,65.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task026,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task026.onnx,pass,17.91997350007741,18.415208607614282,-0.49523510753687106,1188,724.0,464.0,1140,690.0,48,34.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task027,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task027.onnx,pass,14.063416936047632,16.331975918881177,-2.268558982833545,56195,5814.0,50381.0,48977,5777.0,7218,37.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task028,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task028.onnx,pass,15.093118214395856,16.51553663320668,-1.4224184188108229,20068,4839.0,15229.0,19752,4510.0,316,329.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task029,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task029.onnx,pass,12.294686576649289,13.516328283804857,-1.2216417071555679,329494,97117.0,232377.0,329325,96947.0,169,170.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task030,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task030.onnx,pass,14.088974323195158,15.69453128293224,-1.6055569597370827,54777,10998.0,43779.0,53802,10828.0,975,170.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task031,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task031.onnx,pass,15.149755008859591,15.168223295017873,-0.018468286158281444,18963,18616.0,347.0,18903,18558.0,60,58.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task032,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task032.onnx,pass,16.86699978141639,16.86699978141639,0.0,3405,3405.0,0.0,3336,3336.0,69,69.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task033,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task033.onnx,pass,13.001800592748191,14.081988539178049,-1.0801879464298576,162462,55161.0,107301.0,162404,55112.0,58,49.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task034,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task034.onnx,pass,12.855834673590822,13.425828929592994,-0.5699942560021718,187994,106316.0,81678.0,186037,103469.0,1957,2847.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task035,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task035.onnx,pass,14.312953428043675,15.36028269986934,-1.0473292718256637,43785,15363.0,28422.0,43556,15312.0,229,51.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task036,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task036.onnx,pass,13.289109314247797,13.710918331458375,-0.4218090172105775,121892,79944.0,41948.0,121732,79832.0,160,112.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task037,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task037.onnx,pass,13.464462133359127,13.937652078450405,-0.47318994509127776,102287,63726.0,38561.0,98676,55400.0,3611,8326.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task038,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task038.onnx,pass,16.05206389329133,17.315675932318847,-1.2636120390275174,7692,2174.0,5518.0,7636,2136.0,56,38.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task039,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task039.onnx,pass,16.033899142632762,16.04171718950267,-0.007818046869907391,7833,7772.0,61.0,7804,7744.0,29,28.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task040,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task040.onnx,pass,14.05632407893348,16.02944082049105,-1.97311674155757,56595,7868.0,48727.0,56180,7806.0,415,62.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task041,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task041.onnx,pass,15.299424541873835,15.626775765122337,-0.3273512232485025,16327,11769.0,4558.0,16300,11740.0,27,29.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task042,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task042.onnx,pass,14.3744620192972,15.95018055485892,-1.5757185355617196,41173,8517.0,32656.0,40829,7790.0,344,727.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task043,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task043.onnx,pass,15.881884572066335,16.129617933929865,-0.24773336186352957,9119,7118.0,2001.0,8980,6980.0,139,138.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task044,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task044.onnx,pass,14.632621210887095,14.354527484820627,0.27809372606646754,31805,42002.0,-10197.0,20902,41796.0,10903,206.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task045,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task045.onnx,pass,15.821976229500361,16.0873920363291,-0.265415806828738,9682,7425.0,2257.0,9650,7400.0,32,25.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task046,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task046.onnx,pass,14.058960292100226,14.58291068075113,-0.5239503886509045,56446,33426.0,23020.0,55580,32560.0,866,866.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task047,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task047.onnx,pass,16.070697157756932,16.985664262700574,-0.9149671049436421,7550,3024.0,4526.0,7423,2988.0,127,36.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task048,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task048.onnx,pass,15.913863231483123,16.367872270491663,-0.4540090390085396,8832,5609.0,3223.0,8765,5543.0,67,66.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task049,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task049.onnx,pass,14.132880219280667,14.674878758194124,-0.5419985389134574,52424,30489.0,21935.0,52273,30339.0,151,150.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task050,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task050.onnx,pass,15.752845654901101,15.843587970049374,-0.09074231514827247,10375,9475.0,900.0,10125,9225.0,250,250.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task051,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task051.onnx,pass,12.508455222137874,13.866448009633856,-1.3579927874959825,266078,68429.0,197649.0,266006,68359.0,72,70.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task052,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task052.onnx,pass,17.56751619208288,17.886857891292912,-0.31934169921003175,1690,1228.0,462.0,1647,1185.0,43,43.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task053,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task053.onnx,pass,21.598802618337846,21.598802618337846,0.0,30,30.0,0.0,0,0.0,30,30.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task054,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task054.onnx,pass,12.367552389133587,13.07796275080141,-0.7104103616678223,306339,150548.0,155791.0,306187,150387.0,152,161.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task055,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task055.onnx,pass,14.219253646563475,14.820017720652668,-0.6007640740891933,48086,26370.0,21716.0,47092,25376.0,994,994.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task056,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task056.onnx,pass,18.672063216270807,19.638707834290575,-0.9666446180197674,560,213.0,347.0,460,136.0,100,77.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task057,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task057.onnx,pass,13.698351276279148,15.354118052333183,-1.655766776054035,80955,15458.0,65497.0,80944,15448.0,11,10.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task058,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task058.onnx,pass,14.825798523242245,15.314295392535985,-0.4884968692937406,26218,16086.0,10132.0,10900,9660.0,15318,6426.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task059,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task059.onnx,pass,14.739222692560139,15.077347278202861,-0.3381245856427224,28589,20387.0,8202.0,26035,17840.0,2554,2547.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task060,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task060.onnx,pass,15.575112923935126,16.372876749211567,-0.7977638252764407,12393,5581.0,6812.0,12320,5400.0,73,181.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task061,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task061.onnx,pass,14.857771175526608,15.152342332424542,-0.2945711568979341,25393,18914.0,6479.0,23422,16942.0,1971,1972.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task062,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task062.onnx,pass,14.23174661574318,14.810807327896311,-0.5790607121531313,47489,26614.0,20875.0,46560,25680.0,929,934.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task063,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task063.onnx,pass,14.666940264012474,14.666940264012474,0.0,30732,30732.0,0.0,30700,30700.0,32,32.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task064,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task064.onnx,pass,12.535308557053478,13.354705067178468,-0.8193965101249905,259028,114153.0,144875.0,258798,114061.0,230,92.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task065,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task065.onnx,pass,14.15231476233671,14.534186050835478,-0.3818712884987683,51415,35095.0,16320.0,51338,35032.0,77,63.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task066,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task066.onnx,pass,15.028480037072045,13.455382088297283,1.5730979487747625,21408,103220.0,-81812.0,16962,103082.0,4446,138.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task067,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task067.onnx,pass,18.926955465899596,19.247427361174367,-0.32047189527477116,434,315.0,119.0,402,282.0,32,33.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task068,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task068.onnx,pass,15.20459889732893,15.55942130423374,-0.3548224069048107,17951,12589.0,5362.0,17924,12562.0,27,27.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task069,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task069.onnx,pass,13.142414481681753,13.658456151785392,-0.5160416701036397,141151,84250.0,56901.0,138839,82858.0,2312,1392.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task070,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task070.onnx,pass,13.505330159552033,15.910020984695,-2.4046908251429677,98191,8866.0,89325.0,98176,8792.0,15,74.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task071,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task071.onnx,pass,,13.238317819353261,,,128243.0,,219800,128190.0,,53.0,false,official scorer returned missing params/memory
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task072,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task072.onnx,pass,17.34177247383865,17.8229812340901,-0.48120876025145165,2118,1309.0,809.0,2040,1260.0,78,49.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task073,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task073.onnx,pass,17.747946048147185,18.186555400489105,-0.43860935234192056,1411,910.0,501.0,1340,0.0,71,910.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task074,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task074.onnx,pass,12.128976479771318,15.009188619292196,-2.8802121395208786,388879,21825.0,367054.0,388800,21780.0,79,45.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task075,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task075.onnx,pass,14.128217673842922,14.742796878157792,-0.6145792043148699,52669,28487.0,24182.0,52612,28430.0,57,57.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task076,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task076.onnx,pass,14.503627688842322,12.292867258634116,2.2107604302082056,36184,330094.0,-293910.0,31154,329755.0,5030,339.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task077,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task077.onnx,pass,11.822156505196544,13.032857358715912,-1.2107008535193682,528524,157494.0,371030.0,526740,155700.0,1784,1794.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task078,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task078.onnx,pass,15.335023475909203,15.65024557224114,-0.31522209633193654,15756,11496.0,4260.0,15720,11460.0,36,36.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task079,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task079.onnx,pass,14.87525066556768,15.029648507210364,-0.1543978416426839,24953,21383.0,3570.0,24708,21138.0,245,245.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task080,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task080.onnx,pass,11.797074665140254,14.353266435603462,-2.556191770463208,541948,42055.0,499893.0,540724,41838.0,1224,217.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task081,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task081.onnx,pass,16.07827546963569,17.256296741826247,-1.1780212721905556,7493,2307.0,5186.0,7350,2198.0,143,109.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task082,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task082.onnx,pass,14.347008563236603,15.818470709877937,-1.4714621466413345,42319,9716.0,32603.0,42240,9660.0,79,56.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task083,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task083.onnx,pass,17.504458056115745,17.504458056115745,0.0,1800,1800.0,0.0,0,0.0,1800,1800.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task084,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task084.onnx,pass,15.121163810905001,15.121163810905001,0.0,19513,19513.0,0.0,19400,19400.0,113,113.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task085,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task085.onnx,pass,12.844073938160419,13.36328292042622,-0.5192089822658019,190218,113178.0,77040.0,190080,113040.0,138,138.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task086,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task086.onnx,pass,14.455711747276135,14.83966336368449,-0.3839516164083552,37960,25857.0,12103.0,37728,25632.0,232,225.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task087,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task087.onnx,pass,19.070410856610106,19.09191706183107,-0.02150620522096247,376,368.0,8.0,360,360.0,16,8.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task088,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task088.onnx,pass,12.984730780834171,13.80499590787612,-0.8202651270419494,165259,72766.0,92493.0,164006,72646.0,1253,120.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task089,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task089.onnx,pass,11.078265399324728,14.186179427563964,-3.107914028239236,1112071,49703.0,1062368.0,1111795,49605.0,276,98.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task090,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task090.onnx,pass,13.585746358833141,13.94350667496543,-0.3577603161322891,90604,63354.0,27250.0,90500,63250.0,104,104.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task091,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task091.onnx,pass,13.687295331711558,14.151323325547068,-0.46402799383550963,81855,51466.0,30389.0,81748,51388.0,107,78.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task092,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task092.onnx,pass,12.267992452903293,14.25734036914603,-1.9893479162427372,338408,46289.0,292119.0,338400,46260.0,8,29.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task093,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task093.onnx,pass,14.23410784214752,15.354118052333183,-1.1200102101856633,47377,15458.0,31919.0,47264,15400.0,113,58.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task094,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task094.onnx,pass,14.217653629598582,15.745451373359497,-1.5277977437609156,48163,10452.0,37711.0,48060,10340.0,103,112.0,false,
